image,disease,area,grow,crop,points
V006_77_1_07_04_01_13_3_3248b_20201219_132305.jpg,7,1,4,4,"[{'xtl': 1512, 'ytl': 1160, 'xbr': 3044, 'ybr': 2340}]"
V006_77_1_07_04_01_13_3_3248b_20201219_132525.jpg,7,1,5,4,"[{'xtl': 1347, 'ytl': 712, 'xbr': 3351, 'ybr': 2268}]"
V006_77_1_07_04_01_13_3_3248b_20201219_132554.jpg,7,1,5,4,"[{'xtl': 1185, 'ytl': 1281, 'xbr': 2705, 'ybr': 2438}]"
V006_77_1_07_04_01_13_3_3321w_20201126_12.jpg,7,1,4,4,"[{'xtl': 668, 'ytl': 589, 'xbr': 1168, 'ybr': 1021}]"
V006_77_1_07_04_01_13_3_3321w_20201126_14.jpg,7,1,4,4,"[{'xtl': 1066, 'ytl': 686, 'xbr': 1424, 'ybr': 977}]"
V006_77_1_07_04_01_13_3_3321w_20201126_15.jpg,7,1,4,4,"[{'xtl': 1105, 'ytl': 581, 'xbr': 1450, 'ybr': 961}]"
V006_77_1_07_04_01_13_3_3321w_20201202_20.jpg,7,1,4,4,"[{'xtl': 1656, 'ytl': 513, 'xbr': 2718, 'ybr': 1393}]"
V006_77_1_07_04_01_13_3_3321w_20201202_21.jpg,7,1,4,4,"[{'xtl': 806, 'ytl': 549, 'xbr': 1182, 'ybr': 986}]"
V006_77_1_07_04_01_13_3_3321w_20201202_23.jpg,7,1,4,4,"[{'xtl': 1286, 'ytl': 703, 'xbr': 1674, 'ybr': 1000}]"
V006_77_1_07_04_01_13_3_3321w_20201202_25.jpg,7,1,4,4,"[{'xtl': 1207, 'ytl': 308, 'xbr': 2233, 'ybr': 1133}]"
V006_77_1_07_04_01_13_3_3321w_20201209_27.jpg,7,1,4,4,"[{'xtl': 1329, 'ytl': 473, 'xbr': 2353, 'ybr': 1471}]"
V006_77_1_07_04_01_13_3_3321w_20201209_29.jpg,7,1,4,4,"[{'xtl': 1624, 'ytl': 93, 'xbr': 2378, 'ybr': 925}]"
V006_77_1_07_04_01_13_3_3321w_20201209_31.jpg,7,1,4,4,"[{'xtl': 661, 'ytl': 304, 'xbr': 1068, 'ybr': 674}]"
V006_77_1_07_04_01_13_3_3321w_20201214_43.jpg,7,1,4,4,"[{'xtl': 1110, 'ytl': 474, 'xbr': 1619, 'ybr': 950}]"
V006_77_1_07_04_01_13_3_3321w_20201219_121734.jpg,7,1,5,4,"[{'xtl': 1347, 'ytl': 966, 'xbr': 2554, 'ybr': 1841}]"
V006_77_1_07_04_01_13_3_3321w_20201219_121839.jpg,7,1,4,4,"[{'xtl': 1723, 'ytl': 1457, 'xbr': 2379, 'ybr': 2003}]"
V006_77_1_07_04_01_13_3_3321w_20201219_121844.jpg,7,1,4,4,"[{'xtl': 1856, 'ytl': 1187, 'xbr': 2616, 'ybr': 1873}]"
V006_77_1_07_04_01_13_3_3321w_20201219_121925.jpg,7,1,5,4,"[{'xtl': 1354, 'ytl': 1082, 'xbr': 2654, 'ybr': 2018}]"
V006_77_1_07_04_01_13_3_3321w_20201219_122107.jpg,7,1,4,4,"[{'xtl': 1566, 'ytl': 1240, 'xbr': 2397, 'ybr': 1843}]"
V006_77_1_07_04_01_13_3_3321w_20201219_122111.jpg,7,1,4,4,"[{'xtl': 1337, 'ytl': 1073, 'xbr': 2530, 'ybr': 1931}]"
V006_77_1_07_04_01_13_3_3321w_20201219_122353.jpg,7,1,4,4,"[{'xtl': 1801, 'ytl': 1194, 'xbr': 2659, 'ybr': 1775}]"
V006_77_1_07_04_01_13_3_3321w_20201219_122601.jpg,7,1,4,4,"[{'xtl': 1583, 'ytl': 1163, 'xbr': 2857, 'ybr': 2065}]"
V006_77_1_07_04_01_13_3_3321w_20201219_122648.jpg,7,1,4,4,"[{'xtl': 1511, 'ytl': 1045, 'xbr': 2640, 'ybr': 1845}]"
V006_77_1_07_04_01_13_3_3321w_20201219_122957.jpg,7,1,4,4,"[{'xtl': 1416, 'ytl': 1235, 'xbr': 2357, 'ybr': 2094}]"
V006_77_1_07_04_01_13_3_3321w_20201219_132256.jpg,7,1,4,4,"[{'xtl': 1389, 'ytl': 1027, 'xbr': 2689, 'ybr': 2335}]"
V006_77_1_07_04_01_13_3_3742w_20201120_7.jpg,7,1,4,4,"[{'xtl': 620, 'ytl': 673, 'xbr': 1208, 'ybr': 1064}]"
V006_77_1_07_04_01_13_3_3742w_20201120_8.jpg,7,1,4,4,"[{'xtl': 1836, 'ytl': 733, 'xbr': 2681, 'ybr': 1401}]"
V006_77_1_07_04_01_13_3_3742w_20201126_12.jpg,7,1,4,4,"[{'xtl': 1627, 'ytl': 329, 'xbr': 2861, 'ybr': 1524}]"
V006_77_1_07_04_01_13_3_3742w_20201126_13.jpg,7,1,4,4,"[{'xtl': 1120, 'ytl': 674, 'xbr': 1392, 'ybr': 891}]"
V006_77_1_07_04_01_13_3_3742w_20201209_26.jpg,7,1,4,4,"[{'xtl': 996, 'ytl': 712, 'xbr': 1853, 'ybr': 1586}]"
V006_77_1_07_04_01_13_3_3742w_20201219_124611.jpg,7,1,4,4,"[{'xtl': 2013, 'ytl': 613, 'xbr': 2896, 'ybr': 1194}]"
V006_77_1_07_04_01_13_3_3742w_20201219_125750.jpg,7,1,4,4,"[{'xtl': 1318, 'ytl': 1085, 'xbr': 2682, 'ybr': 2105}]"
V006_77_1_07_04_01_13_3_3742w_20201219_132226.jpg,7,1,4,4,"[{'xtl': 2220, 'ytl': 1220, 'xbr': 3196, 'ybr': 1896}]"
V006_77_1_07_04_01_13_3_3742w_20201219_132612.jpg,7,1,5,4,"[{'xtl': 1182, 'ytl': 626, 'xbr': 3093, 'ybr': 2207}]"
V006_77_1_07_04_01_13_3_4660w_20201126_11.jpg,7,1,4,4,"[{'xtl': 1189, 'ytl': 669, 'xbr': 1425, 'ybr': 904}]"
V006_77_1_07_04_01_13_3_4660w_20201126_12.jpg,7,1,4,4,"[{'xtl': 1793, 'ytl': 762, 'xbr': 2363, 'ybr': 1307}]"
V006_77_1_07_04_01_13_3_4660w_20201126_13.jpg,7,1,4,4,"[{'xtl': 1864, 'ytl': 454, 'xbr': 2569, 'ybr': 1302}]"
V006_77_1_07_04_01_13_3_4660w_20201202_20.jpg,7,1,4,4,"[{'xtl': 1063, 'ytl': 719, 'xbr': 1283, 'ybr': 900}]"
V006_77_1_07_04_01_13_3_4660w_20201202_21.jpg,7,1,4,4,"[{'xtl': 1183, 'ytl': 800, 'xbr': 1420, 'ybr': 1041}]"
V006_77_1_07_04_01_13_3_4660w_20201202_24.jpg,7,1,4,4,"[{'xtl': 1431, 'ytl': 768, 'xbr': 2091, 'ybr': 1308}]"
V006_77_1_07_04_01_13_3_4660w_20201209_30.jpg,7,1,4,4,"[{'xtl': 524, 'ytl': 321, 'xbr': 932, 'ybr': 811}]"
V006_77_1_07_04_01_13_3_4660w_20201209_31.jpg,7,1,4,4,"[{'xtl': 464, 'ytl': 15, 'xbr': 1717, 'ybr': 1750}]"
V006_77_1_07_04_01_13_3_4660w_20201210_39.jpg,7,1,4,4,"[{'xtl': 2059, 'ytl': 694, 'xbr': 3130, 'ybr': 1732}]"
V006_77_1_07_04_01_13_3_4660w_20201214_48.jpg,7,1,4,4,"[{'xtl': 1080, 'ytl': 634, 'xbr': 1417, 'ybr': 949}]"
V006_77_1_07_04_01_13_3_6135w_20201126_11.jpg,7,1,4,4,"[{'xtl': 1068, 'ytl': 480, 'xbr': 1561, 'ybr': 1015}]"
V006_77_1_07_04_01_13_3_6135w_20201126_13.jpg,7,1,4,4,"[{'xtl': 1186, 'ytl': 637, 'xbr': 1626, 'ybr': 1006}]"
V006_77_1_07_04_01_13_3_6135w_20201126_14.jpg,7,1,4,4,"[{'xtl': 1645, 'ytl': 6, 'xbr': 3135, 'ybr': 1647}]"
V006_77_1_07_04_01_13_3_6135w_20201126_15.jpg,7,1,4,4,"[{'xtl': 1192, 'ytl': 700, 'xbr': 1598, 'ybr': 1029}]"
V006_77_1_07_04_01_13_3_6135w_20201126_16.jpg,7,1,4,4,"[{'xtl': 960, 'ytl': 534, 'xbr': 1575, 'ybr': 963}]"
V006_77_1_07_04_01_13_3_6135w_20201202_25.jpg,7,1,4,4,"[{'xtl': 1331, 'ytl': 791, 'xbr': 2164, 'ybr': 1527}]"
V006_77_1_07_04_02_12_1_3742w_20201118_2.jpg,7,2,4,4,"[{'xtl': 948, 'ytl': 571, 'xbr': 1287, 'ybr': 1023}]"
V006_77_1_07_04_02_12_1_3742w_20201118_3.jpg,7,2,4,4,"[{'xtl': 1481, 'ytl': 121, 'xbr': 2555, 'ybr': 1149}]"
V006_77_1_07_04_02_12_1_3742w_20201118_4.jpg,7,2,4,4,"[{'xtl': 1875, 'ytl': 512, 'xbr': 3173, 'ybr': 1801}]"
V006_77_1_07_04_02_12_1_3742w_20201118_5.jpg,7,2,4,4,"[{'xtl': 992, 'ytl': 411, 'xbr': 1370, 'ybr': 934}]"
V006_77_1_07_04_02_12_1_3742w_20201118_85.jpg,7,2,4,4,"[{'xtl': 1197, 'ytl': 187, 'xbr': 3378, 'ybr': 1664}]"
V006_77_1_07_04_02_12_1_3742w_20201120_6.jpg,7,2,4,4,"[{'xtl': 1716, 'ytl': 289, 'xbr': 2867, 'ybr': 1587}]"
V006_77_1_07_04_02_12_1_3742w_20201120_81.jpg,7,2,4,4,"[{'xtl': 1507, 'ytl': 926, 'xbr': 2536, 'ybr': 1683}]"
V006_77_1_07_04_02_12_1_3742w_20201126_9.jpg,7,2,4,4,"[{'xtl': 1361, 'ytl': 0, 'xbr': 3125, 'ybr': 1480}]"
V006_77_1_07_04_02_12_1_3742w_20201126_10.jpg,7,2,4,4,"[{'xtl': 881, 'ytl': 473, 'xbr': 1827, 'ybr': 1168}]"
V006_77_1_07_04_02_12_1_3742w_20201126_14.jpg,7,2,4,4,"[{'xtl': 937, 'ytl': 529, 'xbr': 1268, 'ybr': 1048}]"
V006_77_1_07_04_02_12_1_3742w_20201126_15.jpg,7,2,4,4,"[{'xtl': 1233, 'ytl': 209, 'xbr': 2256, 'ybr': 1255}]"
V006_77_1_07_04_02_12_1_3742w_20201202_16.jpg,7,2,4,4,"[{'xtl': 1289, 'ytl': 469, 'xbr': 1901, 'ybr': 1030}]"
V006_77_1_07_04_02_12_1_3742w_20201202_18.jpg,7,2,4,4,"[{'xtl': 747, 'ytl': 413, 'xbr': 1208, 'ybr': 1021}]"
V006_77_1_07_04_02_12_1_3742w_20201202_19.jpg,7,2,4,4,"[{'xtl': 2073, 'ytl': 444, 'xbr': 3447, 'ybr': 1447}]"
V006_77_1_07_04_02_12_1_3742w_20201202_21.jpg,8,2,4,4,"[{'xtl': 1026, 'ytl': 423, 'xbr': 1674, 'ybr': 1048}]"
V006_77_1_07_04_02_12_1_3742w_20201202_24.jpg,7,2,4,4,"[{'xtl': 1561, 'ytl': 43, 'xbr': 2691, 'ybr': 1529}]"
V006_77_1_07_04_02_12_1_3742w_20201209_25.jpg,7,2,4,4,"[{'xtl': 1996, 'ytl': 0, 'xbr': 3047, 'ybr': 1398}]"
V006_77_1_07_04_02_12_1_3742w_20201228_94.jpg,7,2,4,4,"[{'xtl': 1707, 'ytl': 238, 'xbr': 2718, 'ybr': 1624}]"
V006_77_1_07_04_02_12_2_3742w_20201209_89.jpg,7,2,4,4,"[{'xtl': 1842, 'ytl': 261, 'xbr': 3287, 'ybr': 1772}]"
V006_77_1_07_04_02_12_2_3742w_20201214_38.jpg,7,2,4,4,"[{'xtl': 1484, 'ytl': 697, 'xbr': 3633, 'ybr': 1904}]"
V006_77_1_07_04_02_12_2_3742w_20201216_46.jpg,7,2,4,4,"[{'xtl': 2196, 'ytl': 64, 'xbr': 2973, 'ybr': 909}]"
V006_77_1_07_04_02_13_1_1886w_20201118_1.jpg,7,2,4,4,"[{'xtl': 1100, 'ytl': 764, 'xbr': 2504, 'ybr': 2412}]"
V006_77_1_07_04_02_13_1_1886w_20201120_10.jpg,7,2,4,4,"[{'xtl': 1989, 'ytl': 117, 'xbr': 3064, 'ybr': 1454}]"
V006_77_1_07_04_02_13_1_1886w_20201126_12.jpg,7,2,4,4,"[{'xtl': 1033, 'ytl': 426, 'xbr': 1485, 'ybr': 1024}]"
V006_77_1_07_04_02_13_1_1886w_20201126_13.jpg,7,2,4,4,"[{'xtl': 576, 'ytl': 136, 'xbr': 2640, 'ybr': 2660}]"
V006_77_1_07_04_02_13_1_1886w_20201202_16.jpg,7,2,4,4,"[{'xtl': 1848, 'ytl': 1068, 'xbr': 3384, 'ybr': 2416}]"
V006_77_1_07_04_02_13_1_1886w_20201202_18.jpg,7,2,4,4,"[{'xtl': 1116, 'ytl': 684, 'xbr': 3036, 'ybr': 2192}]"
V006_77_1_07_04_02_13_1_1886w_20201210_34.jpg,7,2,4,4,"[{'xtl': 1530, 'ytl': 1372, 'xbr': 3178, 'ybr': 2752}]"
V006_77_1_07_04_02_13_1_1886w_20201210_38.jpg,7,2,4,4,"[{'xtl': 666, 'ytl': 1192, 'xbr': 2406, 'ybr': 2444}]"
V006_77_1_07_04_02_13_1_1886w_20201216_45.jpg,7,2,4,4,"[{'xtl': 1000, 'ytl': 1164, 'xbr': 2440, 'ybr': 2640}]"
V006_77_1_07_04_02_13_1_1886w_20201216_49.jpg,7,2,4,4,"[{'xtl': 2000, 'ytl': 900, 'xbr': 3052, 'ybr': 2176}]"
V006_77_1_07_04_02_13_1_1886w_20201218_52.jpg,7,2,4,4,"[{'xtl': 1216, 'ytl': 216, 'xbr': 3288, 'ybr': 3024}]"
V006_77_1_07_04_02_13_1_1886w_20201218_56.jpg,8,2,4,4,"[{'xtl': 1715, 'ytl': 10, 'xbr': 3341, 'ybr': 1615}]"
V006_77_1_07_04_02_13_1_1886w_20201218_60.jpg,7,2,4,4,"[{'xtl': 1404, 'ytl': 448, 'xbr': 2616, 'ybr': 1551}]"
V006_77_1_07_04_02_13_1_1886w_20201222_61.jpg,7,2,4,4,"[{'xtl': 1264, 'ytl': 0, 'xbr': 2836, 'ybr': 1502}]"
V006_77_1_07_04_02_13_1_1886w_20201222_65.jpg,7,2,4,4,"[{'xtl': 1418, 'ytl': 71, 'xbr': 2838, 'ybr': 1634}]"
V006_77_1_07_04_02_13_1_2653w_20201126_10.jpg,7,2,4,4,"[{'xtl': 1858, 'ytl': 796, 'xbr': 2906, 'ybr': 1650}]"
V006_77_1_07_04_02_13_1_2653w_20201126_11.jpg,7,2,4,4,"[{'xtl': 1489, 'ytl': 199, 'xbr': 3038, 'ybr': 1160}]"
V006_77_1_07_04_02_13_1_2653w_20201209_31.jpg,7,2,4,4,"[{'xtl': 1404, 'ytl': 164, 'xbr': 2758, 'ybr': 1819}]"
V006_77_1_07_04_02_13_1_2653w_20201209_32.jpg,7,2,4,4,"[{'xtl': 1539, 'ytl': 520, 'xbr': 3095, 'ybr': 1785}]"
V006_77_1_07_04_02_13_1_2653w_20201209_33.jpg,7,2,4,4,"[{'xtl': 1641, 'ytl': 494, 'xbr': 2750, 'ybr': 1700}]"
V006_77_1_07_04_02_13_1_2653w_20201210_34.jpg,7,2,4,4,"[{'xtl': 1738, 'ytl': 236, 'xbr': 3721, 'ybr': 1903}]"
V006_77_1_07_04_02_13_1_2653w_20201210_40.jpg,8,2,4,4,"[{'xtl': 2096, 'ytl': 311, 'xbr': 3209, 'ybr': 1199}]"
V006_77_1_07_04_02_13_1_2653w_20201210_42.jpg,7,2,4,4,"[{'xtl': 1802, 'ytl': 709, 'xbr': 2931, 'ybr': 1903}]"
V006_77_1_07_04_02_13_1_2653w_20201214_52.jpg,7,2,4,4,"[{'xtl': 1870, 'ytl': 317, 'xbr': 3141, 'ybr': 1677}]"
V006_77_1_07_04_02_13_1_2653w_20201214_59.jpg,7,2,4,4,"[{'xtl': 1473, 'ytl': 580, 'xbr': 2883, 'ybr': 1480}]"
V006_77_1_07_04_02_13_1_2653w_20201216_48.jpg,7,2,4,4,"[{'xtl': 1384, 'ytl': 814, 'xbr': 2682, 'ybr': 2197}]"
V006_77_1_07_04_02_13_1_2653w_20201216_49.jpg,7,2,4,4,"[{'xtl': 1453, 'ytl': 674, 'xbr': 2854, 'ybr': 2255}]"
V006_77_1_07_04_02_13_1_2653w_20201216_61.jpg,7,2,3,4,"[{'xtl': 1886, 'ytl': 458, 'xbr': 3246, 'ybr': 1568}]"
V006_77_1_07_04_02_13_1_2653w_20201216_62.jpg,7,2,4,4,"[{'xtl': 1151, 'ytl': 6, 'xbr': 2995, 'ybr': 1694}]"
V006_77_1_07_04_02_13_1_2653w_20201218_64.jpg,7,2,4,4,"[{'xtl': 1268, 'ytl': 421, 'xbr': 2776, 'ybr': 1713}]"
V006_77_1_07_04_02_13_1_2653w_20201218_66.jpg,7,2,4,4,"[{'xtl': 971, 'ytl': 0, 'xbr': 3330, 'ybr': 1221}]"
V006_77_1_07_04_02_13_1_2653w_20201218_69.jpg,7,2,4,4,"[{'xtl': 2008, 'ytl': 436, 'xbr': 3410, 'ybr': 1727}]"
V006_77_1_07_04_02_13_1_2653w_20201218_70.jpg,7,2,4,4,"[{'xtl': 1092, 'ytl': 812, 'xbr': 3712, 'ybr': 2092}]"
V006_77_1_07_04_02_13_1_2653w_20201218_71.jpg,7,2,2,4,"[{'xtl': 1859, 'ytl': 342, 'xbr': 2581, 'ybr': 742}]"
V006_77_1_07_04_02_13_1_2653w_20201222_73.jpg,7,2,2,4,"[{'xtl': 1506, 'ytl': 0, 'xbr': 3301, 'ybr': 1170}]"
V006_77_1_07_04_02_13_1_2653w_20201222_74.jpg,7,2,2,4,"[{'xtl': 1472, 'ytl': 1000, 'xbr': 2708, 'ybr': 1928}]"
V006_77_1_07_04_02_13_1_2653w_20201222_77.jpg,7,2,4,4,"[{'xtl': 1440, 'ytl': 1224, 'xbr': 3224, 'ybr': 1860}]"
V006_77_1_07_04_02_13_1_2653w_20201222_79.jpg,7,2,4,4,"[{'xtl': 2060, 'ytl': 1912, 'xbr': 3124, 'ybr': 2912}]"
V006_77_1_07_04_02_13_1_2653w_20201223_83.jpg,8,2,4,4,"[{'xtl': 2038, 'ytl': 66, 'xbr': 3576, 'ybr': 1313}]"
V006_77_1_07_04_02_13_1_2653w_20201223_84.jpg,7,2,4,4,"[{'xtl': 1953, 'ytl': 286, 'xbr': 3470, 'ybr': 1800}]"
V006_77_1_07_04_02_13_1_2653w_20201223_85.jpg,8,2,4,4,"[{'xtl': 916, 'ytl': 290, 'xbr': 2516, 'ybr': 1338}]"
