,image,date,worker,height,width,task,type,region,disease,crop,area,grow,risk,points
0,V006_77_1_09_05_03_12_1_0177e_20201119_13.jpeg,2020/11/19,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 374, 'ytl': 287, 'xbr': 2784, 'ybr': 3024}]"
0,V006_77_1_09_05_03_12_1_0177e_20201119_15.jpeg,2020/11/19,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 349, 'xbr': 3016, 'ybr': 2649}]"
0,V006_77_1_09_05_03_12_1_0177e_20201119_16.jpeg,2020/11/19,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 6, 'ytl': 1099, 'xbr': 2286, 'ybr': 2749}]"
0,V006_77_1_09_05_03_12_1_0177e_20201119_18.jpeg,2020/11/19,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 235, 'xbr': 2778, 'ybr': 3024}]"
0,V006_77_1_09_05_03_12_1_0177e_20201119_19.jpeg,2020/11/19,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 0, 'xbr': 2630, 'ybr': 2407}]"
0,V006_77_1_09_05_03_12_1_0177e_20201119_23.jpeg,2020/11/19,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 384, 'ytl': 0, 'xbr': 2454, 'ybr': 2250}]"
0,V006_77_1_09_05_03_12_1_0177e_20201119_24.jpeg,2020/11/19,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 1080, 'ytl': 20, 'xbr': 3024, 'ybr': 2532}]"
0,V006_77_1_09_05_03_12_1_0177e_20201119_30.jpeg,2020/11/19,,3024,3024,77,1,18,9,5,3,12,1,"[{'xtl': 1140, 'ytl': 0, 'xbr': 3024, 'ybr': 2032}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_8.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 9, 'ytl': 24, 'xbr': 2342, 'ybr': 2430}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_10.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 640, 'xbr': 2324, 'ybr': 2516}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_13.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 1110, 'ytl': 517, 'xbr': 3017, 'ybr': 2497}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_14.jpeg,2020/11/20,,3024,3024,77,1,18,9,5,3,12,1,"[{'xtl': 292, 'ytl': 788, 'xbr': 2796, 'ybr': 2940}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_16.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 8, 'ytl': 668, 'xbr': 2396, 'ybr': 2816}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_20.jpeg,2020/11/20,,3024,3024,77,1,18,9,5,3,12,1,"[{'xtl': 710, 'ytl': 192, 'xbr': 1942, 'ybr': 2040}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_21.jpeg,2020/11/20,,3024,3024,77,1,18,9,5,3,12,1,"[{'xtl': 1020, 'ytl': 580, 'xbr': 2072, 'ybr': 2068}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_22.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 544, 'ytl': 556, 'xbr': 3024, 'ybr': 2380}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_23.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 616, 'ytl': 1168, 'xbr': 1780, 'ybr': 3024}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_25.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 0, 'xbr': 3024, 'ybr': 2912}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_26.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 0, 'xbr': 3024, 'ybr': 1988}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_28.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 404, 'ytl': 0, 'xbr': 2720, 'ybr': 2892}]"
0,V006_77_1_09_05_03_12_1_0177e_20201120_30.jpeg,2020/11/20,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 628, 'ytl': 500, 'xbr': 3016, 'ybr': 3020}]"
0,V006_77_1_09_05_03_12_1_0177e_20201127_5.jpeg,2020/11/27,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 440, 'ytl': 524, 'xbr': 2184, 'ybr': 2460}]"
0,V006_77_1_09_05_03_12_1_0177e_20201127_9.jpeg,2020/11/27,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 484, 'ytl': 216, 'xbr': 3024, 'ybr': 2712}]"
0,V006_77_1_09_05_03_12_1_0177e_20201127_10.jpeg,2020/11/27,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 508, 'ytl': 0, 'xbr': 3022, 'ybr': 2459}]"
0,V006_77_1_09_05_03_12_1_0177e_20201127_19.jpeg,2020/11/27,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 0, 'xbr': 2149, 'ybr': 2544}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_1.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 624, 'xbr': 3016, 'ybr': 2556}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_2.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 644, 'ytl': 32, 'xbr': 2680, 'ybr': 2996}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_5.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 1016, 'ytl': 752, 'xbr': 2864, 'ybr': 2252}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_6.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 980, 'ytl': 636, 'xbr': 2660, 'ybr': 2520}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_7.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 712, 'ytl': 0, 'xbr': 2412, 'ybr': 2728}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_9.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 0, 'ytl': 460, 'xbr': 2748, 'ybr': 2532}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_10.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 492, 'ytl': 348, 'xbr': 2992, 'ybr': 2792}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_11.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 600, 'ytl': 368, 'xbr': 2668, 'ybr': 2212}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_12.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 948, 'ytl': 512, 'xbr': 2472, 'ybr': 2168}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_14.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 972, 'ytl': 616, 'xbr': 2888, 'ybr': 2424}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_15.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 612, 'ytl': 368, 'xbr': 2372, 'ybr': 1872}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_16.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 268, 'ytl': 536, 'xbr': 2884, 'ybr': 2392}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_17.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 584, 'ytl': 348, 'xbr': 2624, 'ybr': 1948}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_18.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 480, 'ytl': 60, 'xbr': 2532, 'ybr': 2464}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_19.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 464, 'ytl': 616, 'xbr': 2876, 'ybr': 2212}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_22.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 224, 'ytl': 408, 'xbr': 3012, 'ybr': 2512}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_23.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 908, 'ytl': 796, 'xbr': 3024, 'ybr': 2388}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_25.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 540, 'ytl': 1228, 'xbr': 2072, 'ybr': 2644}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_26.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 472, 'ytl': 424, 'xbr': 2684, 'ybr': 2684}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_27.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 220, 'ytl': 248, 'xbr': 2412, 'ybr': 2676}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_29.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 112, 'ytl': 612, 'xbr': 2772, 'ybr': 2488}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_30.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 428, 'ytl': 688, 'xbr': 2680, 'ybr': 2312}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_32.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 644, 'ytl': 28, 'xbr': 2992, 'ybr': 2872}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_34.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 168, 'ytl': 620, 'xbr': 3024, 'ybr': 2584}]"
0,V006_77_1_09_05_03_12_1_0177e_20201211_35.jpeg,2020/12/11,,3024,3024,77,1,18,10,5,3,12,1,"[{'xtl': 68, 'ytl': 688, 'xbr': 2656, 'ybr': 2176}]"
0,V006_77_1_09_05_03_12_1_0517e_20201014_37.jpg,2020/10/14,,3024,3024,77,1,18,9,5,3,12,1,"[{'xtl': 857, 'ytl': 1399, 'xbr': 1868, 'ybr': 2220}]"
0,V006_77_1_09_05_03_12_1_0517e_20201023_6.jpeg,2020/10/23,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 512, 'ytl': 296, 'xbr': 3500, 'ybr': 2344}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_2.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 268, 'ytl': 336, 'xbr': 3171, 'ybr': 2556}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_5.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 2245, 'ytl': 1003, 'xbr': 3536, 'ybr': 2347}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_6.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1188, 'ytl': 645, 'xbr': 3242, 'ybr': 1718}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_7.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 2658, 'ytl': 1081, 'xbr': 3782, 'ybr': 2216}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_8.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 2346, 'ytl': 1354, 'xbr': 3554, 'ybr': 2326}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_9.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 465, 'ytl': 55, 'xbr': 4005, 'ybr': 2933}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_11.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 565, 'ytl': 889, 'xbr': 1997, 'ybr': 2320}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_13.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1163, 'ytl': 807, 'xbr': 2619, 'ybr': 2107}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_19.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 0, 'ytl': 318, 'xbr': 4032, 'ybr': 2480}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_22.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 3204, 'ytl': 1577, 'xbr': 3742, 'ybr': 2167}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_25.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1346, 'ytl': 1181, 'xbr': 3040, 'ybr': 2257}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_27.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1904, 'ytl': 640, 'xbr': 3462, 'ybr': 2012}]"
0,V006_77_1_09_05_03_12_1_0517e_20201026_29.jpeg,2020/10/26,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 409, 'ytl': 267, 'xbr': 3892, 'ybr': 2456}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_1.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 265, 'ytl': 444, 'xbr': 3856, 'ybr': 2614}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_2.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 345, 'ytl': 564, 'xbr': 3785, 'ybr': 2670}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_5.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 595, 'ytl': 193, 'xbr': 3671, 'ybr': 2396}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_6.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1835, 'ytl': 1596, 'xbr': 2145, 'ybr': 2113}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_13.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 566, 'ytl': 477, 'xbr': 3826, 'ybr': 2755}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_14.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 772, 'ytl': 801, 'xbr': 1719, 'ybr': 2004}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_15.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1250, 'ytl': 1508, 'xbr': 1901, 'ybr': 2133}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_16.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1476, 'ytl': 758, 'xbr': 3221, 'ybr': 2311}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_20.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 821, 'ytl': 1280, 'xbr': 3110, 'ybr': 2500}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_21.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 740, 'ytl': 1327, 'xbr': 1918, 'ybr': 2415}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_24.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1279, 'ytl': 981, 'xbr': 2883, 'ybr': 1923}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_25.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 794, 'ytl': 292, 'xbr': 3187, 'ybr': 2406}]"
0,V006_77_1_09_05_03_12_1_0517e_20201027_30.jpeg,2020/10/27,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 2351, 'ytl': 924, 'xbr': 3627, 'ybr': 2534}]"
0,V006_77_1_09_05_03_12_1_0517e_20201030_16.jpeg,2020/10/30,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 865, 'ytl': 950, 'xbr': 2919, 'ybr': 2179}]"
0,V006_77_1_09_05_03_12_1_0517e_20201030_22.jpeg,2020/10/30,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1402, 'ytl': 314, 'xbr': 3574, 'ybr': 2827}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_6.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 754, 'ytl': 1080, 'xbr': 2566, 'ybr': 2008}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_7.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 332, 'ytl': 741, 'xbr': 4032, 'ybr': 2313}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_8.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 503, 'ytl': 440, 'xbr': 3867, 'ybr': 2282}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_13.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1551, 'ytl': 513, 'xbr': 3644, 'ybr': 2014}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_14.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 536, 'ytl': 940, 'xbr': 2900, 'ybr': 2300}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_15.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1934, 'ytl': 1327, 'xbr': 3054, 'ybr': 1729}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_16.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1640, 'ytl': 1331, 'xbr': 2599, 'ybr': 2361}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_17.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 659, 'ytl': 722, 'xbr': 3292, 'ybr': 2424}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_25.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1933, 'ytl': 1235, 'xbr': 3101, 'ybr': 2448}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_26.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1669, 'ytl': 1069, 'xbr': 3282, 'ybr': 2432}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_27.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1748, 'ytl': 1436, 'xbr': 2282, 'ybr': 2039}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_28.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 686, 'ytl': 1101, 'xbr': 2520, 'ybr': 2667}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_29.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 925, 'ytl': 1274, 'xbr': 2467, 'ybr': 2307}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_37.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 710, 'ytl': 386, 'xbr': 3707, 'ybr': 2897}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_38.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 273, 'ytl': 769, 'xbr': 4032, 'ybr': 2253}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_43.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 2072, 'ytl': 910, 'xbr': 2395, 'ybr': 1304}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_44.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1430, 'ytl': 763, 'xbr': 3643, 'ybr': 2113}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_47.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1718, 'ytl': 823, 'xbr': 3729, 'ybr': 2223}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_48.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 827, 'ytl': 644, 'xbr': 3507, 'ybr': 2412}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_50.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 2893, 'ytl': 1245, 'xbr': 4030, 'ybr': 2073}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_56.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1993, 'ytl': 1204, 'xbr': 3151, 'ybr': 2455}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_57.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 1600, 'ytl': 302, 'xbr': 3100, 'ybr': 2418}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_58.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 2366, 'ytl': 1571, 'xbr': 2697, 'ybr': 2036}]"
0,V006_77_1_09_05_03_12_1_0517e_20201102_59.jpeg,2020/11/02,,3024,4032,77,1,18,9,5,3,12,1,"[{'xtl': 629, 'ytl': 1200, 'xbr': 1268, 'ybr': 1788}]"
