image,original,disease,area,grow,points
V006_77_1_07_04_02_13_1_3742w_20201219_125550_a0009.jpg,V006_77_1_07_04_02_13_1_3742w_20201219_125550.jpg,7,2,13,"[{'xtl': 656, 'ytl': 823, 'xbr': 1855, 'ybr': 2281}]"
V006_77_1_07_04_02_13_3_3248b_20201219_112044_a0008.jpg,V006_77_1_07_04_02_13_3_3248b_20201219_112044.jpg,7,2,13,"[{'xtl': 1482, 'ytl': 339, 'xbr': 2250, 'ybr': 1393}]"
V006_77_1_08_04_03_13_1_4660w_20201203_61_a0006.jpg,V006_77_1_08_04_03_13_1_4660w_20201203_61.jpg,8,3,13,"[{'xtl': 588, 'ytl': 610, 'xbr': 1552, 'ybr': 1448}]"
V006_77_1_07_04_02_13_1_6135w_20201222_70_a0006.jpg,V006_77_1_07_04_02_13_1_6135w_20201222_70.jpg,7,2,13,"[{'xtl': 674, 'ytl': 1486, 'xbr': 1957, 'ybr': 2675}]"
V006_77_1_07_04_02_13_2_3742w_20201218_55_a0008.jpg,V006_77_1_07_04_02_13_2_3742w_20201218_55.jpg,7,2,13,"[{'xtl': 809, 'ytl': 0, 'xbr': 2879, 'ybr': 1451}]"
V006_77_1_07_04_02_13_1_3248b_20201228_100_a0008.jpg,V006_77_1_07_04_02_13_1_3248b_20201228_100.jpg,7,2,13,"[{'xtl': 452, 'ytl': 360, 'xbr': 2709, 'ybr': 1555}]"
V006_77_1_07_04_02_13_1_3321w_20201118_2_a0001.jpg,V006_77_1_07_04_02_13_1_3321w_20201118_2.jpg,7,2,13,"[{'xtl': 0, 'ytl': 1051, 'xbr': 866, 'ybr': 1978}]"
V006_77_1_07_04_02_13_1_3321w_20210104_141_a0008.jpg,V006_77_1_07_04_02_13_1_3321w_20210104_141.jpg,7,2,13,"[{'xtl': 1832, 'ytl': 2044, 'xbr': 2452, 'ybr': 2712}]"
V006_77_1_08_04_03_13_2_3248b_20201203_67_a0001.jpg,V006_77_1_08_04_03_13_2_3248b_20201203_67.jpg,8,3,13,"[{'xtl': 386, 'ytl': 1, 'xbr': 1547, 'ybr': 1560}]"
V006_77_1_07_04_05_13_1_3742w_20201229_106_a0006.jpg,V006_77_1_07_04_05_13_1_3742w_20201229_106.jpg,7,5,13,"[{'xtl': 1778, 'ytl': 1922, 'xbr': 3491, 'ybr': 3024}]"
V006_77_1_07_04_02_13_1_3108w_20201214_50_a0002.jpg,V006_77_1_07_04_02_13_1_3108w_20201214_50.jpg,7,2,13,"[{'xtl': 781, 'ytl': 1532, 'xbr': 1305, 'ybr': 2301}]"
V006_77_1_08_04_03_13_1_3321w_20201210_153_a0007.jpg,V006_77_1_08_04_03_13_1_3321w_20201210_153.jpg,8,3,13,"[{'xtl': 1356, 'ytl': 516, 'xbr': 2856, 'ybr': 2728}]"
V006_77_1_07_04_02_13_1_3108w_20201118_48_a0004.jpg,V006_77_1_07_04_02_13_1_3108w_20201118_48.jpg,7,2,13,"[{'xtl': 242, 'ytl': 642, 'xbr': 953, 'ybr': 1474}]"
V006_77_1_07_04_02_13_1_2653w_20201228_100_a0004.jpg,V006_77_1_07_04_02_13_1_2653w_20201228_100.jpg,7,2,13,"[{'xtl': 1728, 'ytl': 202, 'xbr': 2844, 'ybr': 1170}]"
V006_77_1_08_04_03_13_1_2653w_20201203_75_a0008.jpg,V006_77_1_08_04_03_13_1_2653w_20201203_75.jpg,8,3,13,"[{'xtl': 12, 'ytl': 58, 'xbr': 1368, 'ybr': 1729}]"
V006_77_1_07_04_02_13_1_4660w_20201118_2_a0001.jpg,V006_77_1_07_04_02_13_1_4660w_20201118_2.jpg,7,2,13,"[{'xtl': 72, 'ytl': 1543, 'xbr': 1769, 'ybr': 3059}]"
V006_77_1_07_04_02_13_1_2653w_20201216_49_a0002.jpg,V006_77_1_07_04_02_13_1_2653w_20201216_49.jpg,7,2,13,"[{'xtl': 1177, 'ytl': 674, 'xbr': 2579, 'ybr': 2255}]"
V006_77_1_07_04_01_13_3_1886w_20201202_22_a0009.jpg,V006_77_1_07_04_01_13_3_1886w_20201202_22.jpg,7,1,13,"[{'xtl': 1384, 'ytl': 1483, 'xbr': 2336, 'ybr': 2220}]"
V006_77_1_08_04_03_13_1_6135w_20201204_82_a0006.jpg,V006_77_1_08_04_03_13_1_6135w_20201204_82.jpg,8,3,13,"[{'xtl': 574, 'ytl': 399, 'xbr': 3607, 'ybr': 2441}]"
V006_77_1_07_04_02_13_1_3321w_20201228_97_a0007.jpg,V006_77_1_07_04_02_13_1_3321w_20201228_97.jpg,7,2,13,"[{'xtl': 540, 'ytl': 2152, 'xbr': 2044, 'ybr': 3112}]"
V006_77_1_08_04_03_12_3_4660w_20201116_1_a0006.jpg,V006_77_1_08_04_03_12_3_4660w_20201116_1.jpg,8,3,12,"[{'xtl': 214, 'ytl': 5, 'xbr': 741, 'ybr': 565}]"
V006_77_1_08_04_02_13_2_3742w_20201210_164_a0008.jpg,V006_77_1_08_04_02_13_2_3742w_20201210_164.jpg,8,2,13,"[{'xtl': 592, 'ytl': 1536, 'xbr': 1968, 'ybr': 3356}]"
V006_77_1_07_04_02_13_1_3108w_20201120_52_a0004.jpg,V006_77_1_07_04_02_13_1_3108w_20201120_52.jpg,7,2,13,"[{'xtl': 365, 'ytl': 1913, 'xbr': 1109, 'ybr': 2681}]"
V006_77_1_08_04_03_12_1_3742w_20201130_44_a0003.jpg,V006_77_1_08_04_03_12_1_3742w_20201130_44.jpg,8,3,12,"[{'xtl': 698, 'ytl': 976, 'xbr': 2509, 'ybr': 3105}]"
V006_77_1_08_04_02_13_1_6135w_20201202_53_a0004.jpg,V006_77_1_08_04_02_13_1_6135w_20201202_53.jpg,8,2,13,"[{'xtl': 520, 'ytl': 998, 'xbr': 1678, 'ybr': 1635}]"
V006_77_1_08_04_03_12_1_3742w_20201120_16_a0004.jpg,V006_77_1_08_04_03_12_1_3742w_20201120_16.jpg,8,3,12,"[{'xtl': 332, 'ytl': 234, 'xbr': 2896, 'ybr': 1889}]"
V006_77_1_07_04_02_13_3_1886w_20201222_145_a0006.jpg,V006_77_1_07_04_02_13_3_1886w_20201222_145.jpg,7,2,13,"[{'xtl': 1375, 'ytl': 1685, 'xbr': 3210, 'ybr': 4079}]"
V006_77_1_08_04_03_13_1_1886w_20201204_90_a0001.jpg,V006_77_1_08_04_03_13_1_1886w_20201204_90.jpg,8,3,13,"[{'xtl': 14, 'ytl': 458, 'xbr': 2726, 'ybr': 2778}]"
V006_77_1_07_04_02_13_1_6135w_20201210_32_a0009.jpg,V006_77_1_07_04_02_13_1_6135w_20201210_32.jpg,7,2,13,"[{'xtl': 687, 'ytl': 120, 'xbr': 1852, 'ybr': 917}]"
V006_77_1_08_04_03_12_1_3742w_20201210_138_a0006.jpg,V006_77_1_08_04_03_12_1_3742w_20201210_138.jpg,8,3,12,"[{'xtl': 753, 'ytl': 812, 'xbr': 3024, 'ybr': 3939}]"
V006_77_1_08_04_05_13_1_6135w_20201202_60_a0002.jpg,V006_77_1_08_04_05_13_1_6135w_20201202_60.jpg,8,5,13,"[{'xtl': 514, 'ytl': 449, 'xbr': 857, 'ybr': 1147}]"
V006_77_1_07_04_02_13_2_3742w_20201223_74_a0006.jpg,V006_77_1_07_04_02_13_2_3742w_20201223_74.jpg,7,2,13,"[{'xtl': 634, 'ytl': 604, 'xbr': 2035, 'ybr': 2126}]"
V006_77_1_07_04_01_13_3_3108w_20201223_46_a0001.jpg,V006_77_1_07_04_01_13_3_3108w_20201223_46.jpg,7,1,13,"[{'xtl': 1668, 'ytl': 696, 'xbr': 2771, 'ybr': 1505}]"
V006_77_1_07_04_01_13_3_3742w_20201219_132612_a0003.jpg,V006_77_1_07_04_01_13_3_3742w_20201219_132612.jpg,7,1,13,"[{'xtl': 817, 'ytl': 939, 'xbr': 2398, 'ybr': 2850}]"
V006_77_1_07_04_02_13_2_3742w_20201218_55_a0007.jpg,V006_77_1_07_04_02_13_2_3742w_20201218_55.jpg,7,2,13,"[{'xtl': 1153, 'ytl': 457, 'xbr': 3223, 'ybr': 1908}]"
V006_77_1_07_04_02_13_3_3742w_20201219_130450_a0007.jpg,V006_77_1_07_04_02_13_3_3742w_20201219_130450.jpg,7,2,13,"[{'xtl': 1516, 'ytl': 1048, 'xbr': 2340, 'ybr': 1704}]"
V006_77_1_07_04_02_13_1_3321w_20201229_113_a0005.jpg,V006_77_1_07_04_02_13_1_3321w_20201229_113.jpg,7,2,13,"[{'xtl': 1028, 'ytl': 398, 'xbr': 2180, 'ybr': 1498}]"
V006_77_1_07_04_02_13_1_3321w_20201216_49_a0009.jpg,V006_77_1_07_04_02_13_1_3321w_20201216_49.jpg,7,2,13,"[{'xtl': 1155, 'ytl': 1084, 'xbr': 1720, 'ybr': 1629}]"
V006_77_1_08_04_05_13_1_6135w_20201202_60_a0006.jpg,V006_77_1_08_04_05_13_1_6135w_20201202_60.jpg,8,5,13,"[{'xtl': 449, 'ytl': 691, 'xbr': 1147, 'ybr': 1034}]"
V006_77_1_07_04_02_13_1_6135w_20210104_115_a0008.jpg,V006_77_1_07_04_02_13_1_6135w_20210104_115.jpg,7,2,13,"[{'xtl': 1004, 'ytl': 939, 'xbr': 2507, 'ybr': 2442}]"
V006_77_1_07_04_02_13_3_1886w_20210104_97_a0000.jpg,V006_77_1_07_04_02_13_3_1886w_20210104_97.jpg,7,2,13,"[{'xtl': 1551, 'ytl': 2974, 'xbr': 5312, 'ybr': 6974}]"
V006_77_1_07_04_02_13_1_6135w_20201216_54_a0004.jpg,V006_77_1_07_04_02_13_1_6135w_20201216_54.jpg,7,2,13,"[{'xtl': 1641, 'ytl': 1118, 'xbr': 2522, 'ybr': 1303}]"
V006_77_1_08_04_03_13_2_3742w_20201207_118_a0003.jpg,V006_77_1_08_04_03_13_2_3742w_20201207_118.jpg,8,3,13,"[{'xtl': 784, 'ytl': 896, 'xbr': 2152, 'ybr': 3292}]"
V006_77_1_07_04_02_13_1_3248b_20210105_130_a0004.jpg,V006_77_1_07_04_02_13_1_3248b_20210105_130.jpg,7,2,13,"[{'xtl': 429, 'ytl': 465, 'xbr': 1878, 'ybr': 1384}]"
V006_77_1_08_04_03_13_1_6135w_20201123_22_a0007.jpg,V006_77_1_08_04_03_13_1_6135w_20201123_22.jpg,8,3,13,"[{'xtl': 278, 'ytl': 1024, 'xbr': 1663, 'ybr': 2337}]"
V006_77_1_07_04_02_13_1_3248b_20201229_105_a0005.jpg,V006_77_1_07_04_02_13_1_3248b_20201229_105.jpg,8,2,13,"[{'xtl': 1834, 'ytl': 878, 'xbr': 2384, 'ybr': 1752}]"
V006_77_1_08_04_03_12_2_3742w_20201210_149_a0006.jpg,V006_77_1_08_04_03_12_2_3742w_20201210_149.jpg,8,3,12,"[{'xtl': 1484, 'ytl': 811, 'xbr': 3194, 'ybr': 1874}]"
V006_77_1_07_04_02_13_3_1886w_20201202_23_a0007.jpg,V006_77_1_07_04_02_13_3_1886w_20201202_23.jpg,7,2,13,"[{'xtl': 1353, 'ytl': 446, 'xbr': 2830, 'ybr': 1895}]"
V006_77_1_08_04_03_13_1_3742w_20201209_129_a0009.jpg,V006_77_1_08_04_03_13_1_3742w_20201209_129.jpg,8,3,13,"[{'xtl': 588, 'ytl': 0, 'xbr': 1728, 'ybr': 2502}]"
V006_77_1_07_04_01_13_3_3248b_20201219_132525_a0002.jpg,V006_77_1_07_04_01_13_3_3248b_20201219_132525.jpg,7,1,13,"[{'xtl': 681, 'ytl': 712, 'xbr': 2685, 'ybr': 2268}]"
V006_77_1_08_04_03_13_2_3248b_20201207_116_a0003.jpg,V006_77_1_08_04_03_13_2_3248b_20201207_116.jpg,8,3,13,"[{'xtl': 69, 'ytl': 157, 'xbr': 1433, 'ybr': 1841}]"
V006_77_1_07_04_02_13_1_3108w_20210105_146_a0007.jpg,V006_77_1_07_04_02_13_1_3108w_20210105_146.jpg,7,2,13,"[{'xtl': 1000, 'ytl': 373, 'xbr': 2002, 'ybr': 1598}]"
V006_77_1_08_04_01_13_3_6135w_20201219_123451_a0009.jpg,V006_77_1_08_04_01_13_3_6135w_20201219_123451.jpg,8,1,13,"[{'xtl': 1082, 'ytl': 1482, 'xbr': 1833, 'ybr': 2488}]"
V006_77_1_08_04_03_13_1_2653w_20201127_37_a0001.jpg,V006_77_1_08_04_03_13_1_2653w_20201127_37.jpg,8,3,13,"[{'xtl': 712, 'ytl': 668, 'xbr': 2620, 'ybr': 2890}]"
V006_77_1_08_04_03_12_1_3742w_20201118_7_a0005.jpg,V006_77_1_08_04_03_12_1_3742w_20201118_7.jpg,8,3,12,"[{'xtl': 475, 'ytl': 1068, 'xbr': 1885, 'ybr': 4029}]"
V006_77_1_08_04_03_13_2_3321w_20201127_41_a0003.jpg,V006_77_1_08_04_03_13_2_3321w_20201127_41.jpg,8,3,13,"[{'xtl': 708, 'ytl': 376, 'xbr': 2884, 'ybr': 2540}]"
V006_77_1_07_04_02_13_1_3742w_20201214_42_a0005.jpg,V006_77_1_07_04_02_13_1_3742w_20201214_42.jpg,7,2,13,"[{'xtl': 463, 'ytl': 190, 'xbr': 1826, 'ybr': 4032}]"
V006_77_1_07_04_01_13_3_3321w_20201219_121839_a0009.jpg,V006_77_1_07_04_01_13_3_3321w_20201219_121839.jpg,7,1,13,"[{'xtl': 1021, 'ytl': 1723, 'xbr': 1567, 'ybr': 2379}]"
V006_77_1_07_04_02_13_2_2653w_20201223_94_a0003.jpg,V006_77_1_07_04_02_13_2_2653w_20201223_94.jpg,7,2,13,"[{'xtl': 861, 'ytl': 1118, 'xbr': 2000, 'ybr': 2928}]"
V006_77_1_07_04_02_13_3_3321w_20201219_122320_a0001.jpg,V006_77_1_07_04_02_13_3_3321w_20201219_122320.jpg,7,2,13,"[{'xtl': 1627, 'ytl': 1213, 'xbr': 2508, 'ybr': 2055}]"
V006_77_1_08_04_03_13_3_2653w_20201209_128_a0003.jpg,V006_77_1_08_04_03_13_3_2653w_20201209_128.jpg,8,3,13,"[{'xtl': 403, 'ytl': 392, 'xbr': 1574, 'ybr': 1188}]"
V006_77_1_07_04_02_13_1_2653w_20201229_110_a0000.jpg,V006_77_1_07_04_02_13_1_2653w_20201229_110.jpg,7,2,13,"[{'xtl': 346, 'ytl': 1456, 'xbr': 1435, 'ybr': 2319}]"
V006_77_1_07_04_02_13_1_3321w_20210104_139_a0009.jpg,V006_77_1_07_04_02_13_1_3321w_20210104_139.jpg,7,2,13,"[{'xtl': 135, 'ytl': 484, 'xbr': 799, 'ybr': 1500}]"
V006_77_1_07_04_02_13_1_4660w_20201229_109_a0003.jpg,V006_77_1_07_04_02_13_1_4660w_20201229_109.jpg,7,2,13,"[{'xtl': 1613, 'ytl': 12, 'xbr': 3616, 'ybr': 1855}]"
V006_77_1_08_04_03_13_1_6135w_20201209_127_a0005.jpg,V006_77_1_08_04_03_13_1_6135w_20201209_127.jpg,8,3,13,"[{'xtl': 215, 'ytl': 227, 'xbr': 2231, 'ybr': 3484}]"
V006_77_1_08_04_03_13_1_3321w_20201120_15_a0007.jpg,V006_77_1_08_04_03_13_1_3321w_20201120_15.jpg,8,3,13,"[{'xtl': 399, 'ytl': 553, 'xbr': 1907, 'ybr': 3232}]"
V006_77_1_08_04_01_13_3_4660w_20201219_125206_a0002.jpg,V006_77_1_08_04_01_13_3_4660w_20201219_125206.jpg,8,1,13,"[{'xtl': 305, 'ytl': 1905, 'xbr': 1462, 'ybr': 3486}]"
V006_77_1_07_04_02_13_3_1886w_20210105_128_a0002.jpg,V006_77_1_07_04_02_13_3_1886w_20210105_128.jpg,7,2,13,"[{'xtl': 4, 'ytl': 0, 'xbr': 2764, 'ybr': 2444}]"
V006_77_1_07_04_02_13_3_1886w_20210105_123_a0005.jpg,V006_77_1_07_04_02_13_3_1886w_20210105_123.jpg,7,2,13,"[{'xtl': 1160, 'ytl': 312, 'xbr': 2928, 'ybr': 2012}]"
V006_77_1_07_04_02_13_1_4660w_20201229_115_a0008.jpg,V006_77_1_07_04_02_13_1_4660w_20201229_115.jpg,7,2,13,"[{'xtl': 15, 'ytl': 1572, 'xbr': 1159, 'ybr': 3547}]"
V006_77_1_08_04_01_13_3_4660w_20201219_130010_a0007.jpg,V006_77_1_08_04_01_13_3_4660w_20201219_130010.jpg,8,1,13,"[{'xtl': 1249, 'ytl': 625, 'xbr': 2434, 'ybr': 2108}]"
V006_77_1_08_04_03_13_2_2653w_20201209_133_a0001.jpg,V006_77_1_08_04_03_13_2_2653w_20201209_133.jpg,8,3,13,"[{'xtl': 791, 'ytl': 403, 'xbr': 2372, 'ybr': 2464}]"
V006_77_1_07_04_02_13_1_3248b_20201228_99_a0001.jpg,V006_77_1_07_04_02_13_1_3248b_20201228_99.jpg,7,2,13,"[{'xtl': 1749, 'ytl': 465, 'xbr': 3462, 'ybr': 1481}]"
V006_77_1_08_04_03_13_1_3321w_20201202_50_a0001.jpg,V006_77_1_08_04_03_13_1_3321w_20201202_50.jpg,8,3,13,"[{'xtl': 608, 'ytl': 152, 'xbr': 2688, 'ybr': 2776}]"
V006_77_1_08_04_03_13_2_3321w_20201210_140_a0008.jpg,V006_77_1_08_04_03_13_2_3321w_20201210_140.jpg,8,3,13,"[{'xtl': 712, 'ytl': 0, 'xbr': 3387, 'ybr': 1813}]"
V006_77_1_08_04_01_13_3_4660w_20201219_130137_a0002.jpg,V006_77_1_08_04_01_13_3_4660w_20201219_130137.jpg,8,1,13,"[{'xtl': 1549, 'ytl': 1235, 'xbr': 2422, 'ybr': 1963}]"
V006_77_1_08_04_01_13_3_4660w_20201219_130010_a0003.jpg,V006_77_1_08_04_01_13_3_4660w_20201219_130010.jpg,8,1,13,"[{'xtl': 590, 'ytl': 916, 'xbr': 1774, 'ybr': 2398}]"
V006_77_1_08_04_03_13_1_1886w_20201204_86_a0006.jpg,V006_77_1_08_04_03_13_1_1886w_20201204_86.jpg,8,3,13,"[{'xtl': 997, 'ytl': 333, 'xbr': 2939, 'ybr': 1784}]"
V006_77_1_07_04_02_13_3_1886w_20201229_96_a0005.jpg,V006_77_1_07_04_02_13_3_1886w_20201229_96.jpg,7,2,13,"[{'xtl': 2924, 'ytl': 1972, 'xbr': 8074, 'ybr': 4081}]"
V006_77_1_08_04_01_13_3_3108w_20201219_125033_a0003.jpg,V006_77_1_08_04_01_13_3_3108w_20201219_125033.jpg,8,1,13,"[{'xtl': 1265, 'ytl': 482, 'xbr': 2456, 'ybr': 1351}]"
V006_77_1_07_04_01_13_3_3742w_20201219_132226_a0007.jpg,V006_77_1_07_04_01_13_3_3742w_20201219_132226.jpg,7,1,13,"[{'xtl': 1128, 'ytl': 2220, 'xbr': 1803, 'ybr': 3196}]"
V006_77_1_07_04_02_13_1_3321w_20201118_3_a0000.jpg,V006_77_1_07_04_02_13_1_3321w_20201118_3.jpg,7,2,13,"[{'xtl': 2044, 'ytl': 723, 'xbr': 3310, 'ybr': 1583}]"
V006_77_1_07_04_01_13_2_1886w_20201209_30_a0001.jpg,V006_77_1_07_04_01_13_2_1886w_20201209_30.jpg,7,1,13,"[{'xtl': 443, 'ytl': 1027, 'xbr': 926, 'ybr': 1670}]"
V006_77_1_08_04_03_13_2_2653w_20201120_21_a0003.jpg,V006_77_1_08_04_03_13_2_2653w_20201120_21.jpg,8,3,13,"[{'xtl': 304, 'ytl': 748, 'xbr': 2166, 'ybr': 3242}]"
V006_77_1_07_04_05_13_1_3108w_20201214_53_a0009.jpg,V006_77_1_07_04_05_13_1_3108w_20201214_53.jpg,7,5,13,"[{'xtl': 1974, 'ytl': 830, 'xbr': 2088, 'ybr': 1277}]"
V006_77_1_07_04_02_13_2_2653w_20210105_131_a0009.jpg,V006_77_1_07_04_02_13_2_2653w_20210105_131.jpg,7,2,13,"[{'xtl': 362, 'ytl': 1124, 'xbr': 1986, 'ybr': 2520}]"
V006_77_1_07_04_02_13_1_4660w_20201228_100_a0002.jpg,V006_77_1_07_04_02_13_1_4660w_20201228_100.jpg,7,2,13,"[{'xtl': 1071, 'ytl': 1626, 'xbr': 1764, 'ybr': 2681}]"
V006_77_1_07_04_02_13_1_6135w_20201223_81_a0007.jpg,V006_77_1_07_04_02_13_1_6135w_20201223_81.jpg,7,2,13,"[{'xtl': 1190, 'ytl': 1780, 'xbr': 2633, 'ybr': 3127}]"
V006_77_1_07_04_05_13_1_3108w_20201229_118_a0007.jpg,V006_77_1_07_04_05_13_1_3108w_20201229_118.jpg,7,5,13,"[{'xtl': 480, 'ytl': 1265, 'xbr': 669, 'ybr': 1679}]"
V006_77_1_07_04_02_13_2_1886w_20201120_9_a0002.jpg,V006_77_1_07_04_02_13_2_1886w_20201120_9.jpg,7,2,13,"[{'xtl': 775, 'ytl': 736, 'xbr': 2343, 'ybr': 2584}]"
V006_77_1_08_04_03_13_1_3248b_20201120_18_a0001.jpg,V006_77_1_08_04_03_13_1_3248b_20201120_18.jpg,8,3,13,"[{'xtl': 1169, 'ytl': 443, 'xbr': 3430, 'ybr': 1836}]"
V006_77_1_07_04_02_13_2_3321w_20201219_121809_a0004.jpg,V006_77_1_07_04_02_13_2_3321w_20201219_121809.jpg,7,2,13,"[{'xtl': 1553, 'ytl': 1295, 'xbr': 2206, 'ybr': 2245}]"
V006_77_1_07_04_05_13_1_3108w_20201229_118_a0008.jpg,V006_77_1_07_04_05_13_1_3108w_20201229_118.jpg,7,5,13,"[{'xtl': 2353, 'ytl': 1239, 'xbr': 2767, 'ybr': 1428}]"
V006_77_1_07_04_02_13_1_3321w_20210104_137_a0002.jpg,V006_77_1_07_04_02_13_1_3321w_20210104_137.jpg,7,2,13,"[{'xtl': 0, 'ytl': 988, 'xbr': 597, 'ybr': 1695}]"
V006_77_1_08_04_03_13_1_1886w_20201204_90_a0005.jpg,V006_77_1_08_04_03_13_1_1886w_20201204_90.jpg,8,3,13,"[{'xtl': 14, 'ytl': 458, 'xbr': 2726, 'ybr': 2778}]"
V006_77_1_07_04_02_13_2_3321w_20201209_34_a0007.jpg,V006_77_1_07_04_02_13_2_3321w_20201209_34.jpg,7,2,13,"[{'xtl': 352, 'ytl': 1025, 'xbr': 1168, 'ybr': 1745}]"
V006_77_1_07_04_02_13_1_4660w_20210104_137_a0008.jpg,V006_77_1_07_04_02_13_1_4660w_20210104_137.jpg,7,2,13,"[{'xtl': 869, 'ytl': 184, 'xbr': 2655, 'ybr': 1902}]"
V006_77_1_07_04_02_13_1_3248b_20201228_98_a0006.jpg,V006_77_1_07_04_02_13_1_3248b_20201228_98.jpg,7,2,13,"[{'xtl': 896, 'ytl': 119, 'xbr': 2476, 'ybr': 1029}]"
V006_77_1_07_04_02_13_3_2653w_20201118_2_a0001.jpg,V006_77_1_07_04_02_13_3_2653w_20201118_2.jpg,7,2,13,"[{'xtl': 1214, 'ytl': 4, 'xbr': 2691, 'ybr': 1386}]"
V006_77_1_07_04_02_13_2_3248b_20201216_86_a0009.jpg,V006_77_1_07_04_02_13_2_3248b_20201216_86.jpg,7,2,13,"[{'xtl': 1076, 'ytl': 84, 'xbr': 2416, 'ybr': 968}]"
V006_77_1_07_04_02_13_1_3321w_20210104_128_a0004.jpg,V006_77_1_07_04_02_13_1_3321w_20210104_128.jpg,7,2,13,"[{'xtl': 951, 'ytl': 1244, 'xbr': 2416, 'ybr': 2640}]"
V006_77_1_08_04_03_13_1_1886w_20201123_23_a0004.jpg,V006_77_1_08_04_03_13_1_1886w_20201123_23.jpg,8,3,13,"[{'xtl': 746, 'ytl': 846, 'xbr': 1331, 'ybr': 1967}]"
V006_77_1_07_04_02_13_1_3742w_20210104_125_a0002.jpg,V006_77_1_07_04_02_13_1_3742w_20210104_125.jpg,7,2,13,"[{'xtl': 2242, 'ytl': 1095, 'xbr': 2952, 'ybr': 1803}]"
V006_77_1_07_04_02_13_2_3108w_20201222_76_a0005.jpg,V006_77_1_07_04_02_13_2_3108w_20201222_76.jpg,7,2,13,"[{'xtl': 1550, 'ytl': 2315, 'xbr': 2713, 'ybr': 3638}]"
V006_77_1_07_04_02_13_2_3248b_20210105_128_a0005.jpg,V006_77_1_07_04_02_13_2_3248b_20210105_128.jpg,7,2,13,"[{'xtl': 1193, 'ytl': 480, 'xbr': 2693, 'ybr': 1901}]"
V006_77_1_07_04_02_13_3_3248b_20201219_120448_a0005.jpg,V006_77_1_07_04_02_13_3_3248b_20201219_120448.jpg,7,2,13,"[{'xtl': 1208, 'ytl': 904, 'xbr': 2076, 'ybr': 1660}]"
V006_77_1_08_04_02_13_2_1886w_20201210_149_a0009.jpg,V006_77_1_08_04_02_13_2_1886w_20201210_149.jpg,8,2,13,"[{'xtl': 794, 'ytl': 1717, 'xbr': 1680, 'ybr': 2701}]"
