,image,date,worker,height,width,task,type,region,disease,crop,area,grow,risk,points
0,V006_77_0_00_05_03_11_0_b04_20201119_0023_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2061, 'ytl': 438, 'xbr': 2890, 'ybr': 1358}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0024_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2212, 'ytl': 1803, 'xbr': 2937, 'ybr': 2761}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0025_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1669, 'ytl': 877, 'xbr': 2450, 'ybr': 2013}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0026_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1778, 'ytl': 1645, 'xbr': 2711, 'ybr': 2820}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0027_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1445, 'ytl': 1286, 'xbr': 2296, 'ybr': 1992}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0028_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 958, 'ytl': 576, 'xbr': 1724, 'ybr': 1261}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0029_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1709, 'ytl': 1157, 'xbr': 2422, 'ybr': 2148}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0030_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2074, 'ytl': 1465, 'xbr': 2727, 'ybr': 2248}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0031_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2066, 'ytl': 1461, 'xbr': 3063, 'ybr': 2329}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0032_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1775, 'ytl': 1305, 'xbr': 2475, 'ybr': 1887}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0033_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1889, 'ytl': 787, 'xbr': 2678, 'ybr': 1463}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0034_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1576, 'ytl': 1138, 'xbr': 2302, 'ybr': 1654}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0035_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1947, 'ytl': 975, 'xbr': 2364, 'ybr': 1412}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0036_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1886, 'ytl': 1052, 'xbr': 2593, 'ybr': 1728}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0037_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1628, 'ytl': 268, 'xbr': 2319, 'ybr': 1054}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0038_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1009, 'ytl': 1348, 'xbr': 1810, 'ybr': 1909}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0039_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1619, 'ytl': 918, 'xbr': 2522, 'ybr': 1914}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0040_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1929, 'ytl': 339, 'xbr': 2913, 'ybr': 1282}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0041_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1689, 'ytl': 1325, 'xbr': 2274, 'ybr': 2066}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0042_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 971, 'ytl': 1170, 'xbr': 1837, 'ybr': 1972}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0043_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1900, 'ytl': 1575, 'xbr': 2507, 'ybr': 2258}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0044_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1420, 'ytl': 1089, 'xbr': 1971, 'ybr': 1665}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0045_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1987, 'ytl': 1295, 'xbr': 2955, 'ybr': 1834}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0046_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1505, 'ytl': 1203, 'xbr': 2238, 'ybr': 2493}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0047_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1455, 'ytl': 1085, 'xbr': 2449, 'ybr': 1758}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0048_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2016, 'ytl': 1054, 'xbr': 3100, 'ybr': 1830}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0049_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1673, 'ytl': 1012, 'xbr': 2384, 'ybr': 2053}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0050_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1411, 'ytl': 1215, 'xbr': 2461, 'ybr': 1984}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0051_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1560, 'ytl': 1238, 'xbr': 2439, 'ybr': 1846}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0052_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 793, 'ytl': 1451, 'xbr': 1893, 'ybr': 2123}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0053_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1929, 'ytl': 1300, 'xbr': 2609, 'ybr': 2234}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0054_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1647, 'ytl': 1062, 'xbr': 2428, 'ybr': 2202}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0055_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1972, 'ytl': 1795, 'xbr': 2501, 'ybr': 2215}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0056_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1274, 'ytl': 1324, 'xbr': 2226, 'ybr': 2108}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0057_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2233, 'ytl': 1425, 'xbr': 3050, 'ybr': 1882}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0058_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1962, 'ytl': 726, 'xbr': 2593, 'ybr': 1516}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0059_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1627, 'ytl': 1419, 'xbr': 2473, 'ybr': 2849}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0060_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1982, 'ytl': 960, 'xbr': 3024, 'ybr': 1808}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0061_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2155, 'ytl': 1115, 'xbr': 3512, 'ybr': 2038}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0062_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2224, 'ytl': 1222, 'xbr': 3156, 'ybr': 1854}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0063_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2330, 'ytl': 528, 'xbr': 2999, 'ybr': 1393}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0064_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1588, 'ytl': 1019, 'xbr': 2367, 'ybr': 1981}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0065_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1672, 'ytl': 883, 'xbr': 2773, 'ybr': 2311}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0066_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2548, 'ytl': 376, 'xbr': 3436, 'ybr': 1367}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0067_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1691, 'ytl': 634, 'xbr': 2220, 'ybr': 1472}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0068_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1716, 'ytl': 1095, 'xbr': 2349, 'ybr': 1925}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0069_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1637, 'ytl': 1075, 'xbr': 2345, 'ybr': 2021}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0070_S01_1.jpg,2020/11/19,,2448,3264,77,0,,0,5,3,11,0,"[{'xtl': 1421, 'ytl': 741, 'xbr': 1789, 'ybr': 1251}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0071_S01_1.jpg,2020/11/19,,2448,3264,77,0,,0,5,3,11,0,"[{'xtl': 1668, 'ytl': 430, 'xbr': 2049, 'ybr': 1118}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0072_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1693, 'ytl': 526, 'xbr': 2137, 'ybr': 1140}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0073_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1865, 'ytl': 1272, 'xbr': 2389, 'ybr': 1772}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0074_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1542, 'ytl': 1254, 'xbr': 2501, 'ybr': 1854}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0075_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1409, 'ytl': 901, 'xbr': 2720, 'ybr': 1928}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0076_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1379, 'ytl': 1045, 'xbr': 2558, 'ybr': 1855}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0077_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1581, 'ytl': 1101, 'xbr': 2358, 'ybr': 2053}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0078_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1483, 'ytl': 994, 'xbr': 2447, 'ybr': 2136}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0079_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2022, 'ytl': 703, 'xbr': 2419, 'ybr': 1256}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0080_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1449, 'ytl': 1863, 'xbr': 2113, 'ybr': 2513}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0081_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1540, 'ytl': 1214, 'xbr': 2495, 'ybr': 1979}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0082_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1288, 'ytl': 1210, 'xbr': 2750, 'ybr': 1973}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0083_S01_1.jpg,2020/11/19,,2448,3264,77,0,,0,5,3,11,0,"[{'xtl': 1238, 'ytl': 704, 'xbr': 1666, 'ybr': 1033}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0084_S01_1.jpg,2020/11/19,,2448,3264,77,0,,0,5,3,11,0,"[{'xtl': 1405, 'ytl': 988, 'xbr': 1813, 'ybr': 1610}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0085_S01_1.jpg,2020/11/19,,2448,3264,77,0,,0,5,3,11,0,"[{'xtl': 1449, 'ytl': 588, 'xbr': 1835, 'ybr': 1146}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0086_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1685, 'ytl': 1349, 'xbr': 2372, 'ybr': 1824}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0087_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1412, 'ytl': 1009, 'xbr': 2482, 'ybr': 1944}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0088_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1463, 'ytl': 1318, 'xbr': 2502, 'ybr': 2002}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0089_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2512, 'ytl': 1589, 'xbr': 3469, 'ybr': 2353}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0090_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1935, 'ytl': 1778, 'xbr': 2648, 'ybr': 2520}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0091_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1696, 'ytl': 1003, 'xbr': 2431, 'ybr': 1930}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0092_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1794, 'ytl': 1187, 'xbr': 2467, 'ybr': 1892}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0093_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2522, 'ytl': 877, 'xbr': 3404, 'ybr': 1632}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0094_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2424, 'ytl': 1647, 'xbr': 3482, 'ybr': 2747}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0095_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1654, 'ytl': 1051, 'xbr': 2485, 'ybr': 2088}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0096_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1856, 'ytl': 1236, 'xbr': 2438, 'ybr': 1808}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0097_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1535, 'ytl': 1053, 'xbr': 2482, 'ybr': 1840}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0098_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2054, 'ytl': 1348, 'xbr': 2916, 'ybr': 2253}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0099_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1755, 'ytl': 1004, 'xbr': 2627, 'ybr': 1831}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0100_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1744, 'ytl': 294, 'xbr': 2406, 'ybr': 1224}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0101_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1955, 'ytl': 365, 'xbr': 2637, 'ybr': 1136}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0102_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1535, 'ytl': 1110, 'xbr': 2671, 'ybr': 1903}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0103_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1566, 'ytl': 1264, 'xbr': 2431, 'ybr': 1825}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0104_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1769, 'ytl': 1008, 'xbr': 2632, 'ybr': 2238}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0105_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2345, 'ytl': 911, 'xbr': 3430, 'ybr': 1859}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0106_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2154, 'ytl': 709, 'xbr': 2658, 'ybr': 1487}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0107_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1269, 'ytl': 886, 'xbr': 1987, 'ybr': 1293}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0108_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1472, 'ytl': 1030, 'xbr': 2758, 'ybr': 2010}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0109_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1784, 'ytl': 1140, 'xbr': 2468, 'ybr': 1739}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0110_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2519, 'ytl': 1428, 'xbr': 3394, 'ybr': 2085}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0111_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1347, 'ytl': 1135, 'xbr': 2494, 'ybr': 1967}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0112_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2174, 'ytl': 235, 'xbr': 3047, 'ybr': 1573}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0113_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1470, 'ytl': 1010, 'xbr': 2764, 'ybr': 1942}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0114_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1394, 'ytl': 882, 'xbr': 2471, 'ybr': 2011}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0115_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1346, 'ytl': 597, 'xbr': 2371, 'ybr': 2217}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0116_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1722, 'ytl': 990, 'xbr': 2442, 'ybr': 1982}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0117_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 2274, 'ytl': 512, 'xbr': 3297, 'ybr': 1670}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0118_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1344, 'ytl': 1068, 'xbr': 2690, 'ybr': 1948}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0119_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1648, 'ytl': 895, 'xbr': 2713, 'ybr': 2095}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0120_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1666, 'ytl': 804, 'xbr': 2579, 'ybr': 1974}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0121_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1742, 'ytl': 1005, 'xbr': 2504, 'ybr': 1875}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0122_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1359, 'ytl': 1026, 'xbr': 3162, 'ybr': 2241}]"
0,V006_77_0_00_05_03_11_0_b04_20201119_0123_S01_1.jpg,2020/11/19,,3024,4032,77,0,,0,5,3,11,0,"[{'xtl': 1349, 'ytl': 968, 'xbr': 2652, 'ybr': 2771}]"
