image,disease,area,grow,points,original,disease-grow
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0109_S01_1.jpg,0,3,11,"[{'xtl': 1784, 'ytl': 1140, 'xbr': 2468, 'ybr': 1739}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0110_S01_1.jpg,0,3,11,"[{'xtl': 2519, 'ytl': 1428, 'xbr': 3394, 'ybr': 2085}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0114_S01_1.jpg,0,3,11,"[{'xtl': 1394, 'ytl': 882, 'xbr': 2471, 'ybr': 2011}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0121_S01_1.jpg,0,3,11,"[{'xtl': 1742, 'ytl': 1005, 'xbr': 2504, 'ybr': 1875}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0123_S01_1.jpg,0,3,11,"[{'xtl': 1349, 'ytl': 968, 'xbr': 2652, 'ybr': 2771}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0127_S01_1.jpg,0,3,11,"[{'xtl': 1454, 'ytl': 896, 'xbr': 2712, 'ybr': 2403}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0131_S01_1.jpg,0,3,11,"[{'xtl': 1400, 'ytl': 740, 'xbr': 2668, 'ybr': 2272}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0136_S01_1.jpg,0,3,11,"[{'xtl': 1459, 'ytl': 796, 'xbr': 2567, 'ybr': 2436}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0139_S01_1.jpg,0,3,11,"[{'xtl': 1529, 'ytl': 828, 'xbr': 2504, 'ybr': 2061}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0141_S01_1.jpg,0,3,11,"[{'xtl': 1445, 'ytl': 934, 'xbr': 2527, 'ybr': 2087}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0142_S01_1.jpg,0,3,11,"[{'xtl': 1448, 'ytl': 908, 'xbr': 2616, 'ybr': 2236}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0146_S01_1.jpg,0,3,11,"[{'xtl': 972, 'ytl': 842, 'xbr': 2732, 'ybr': 2150}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0148_S01_1.jpg,0,3,11,"[{'xtl': 2628, 'ytl': 578, 'xbr': 3788, 'ybr': 1756}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0150_S01_1.jpg,0,3,11,"[{'xtl': 2620, 'ytl': 66, 'xbr': 3636, 'ybr': 1046}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0157_S01_1.jpg,0,3,11,"[{'xtl': 1480, 'ytl': 870, 'xbr': 2528, 'ybr': 2110}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0158_S01_1.jpg,0,3,11,"[{'xtl': 1436, 'ytl': 854, 'xbr': 2608, 'ybr': 2090}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0165_S01_1.jpg,0,3,11,"[{'xtl': 1307, 'ytl': 1034, 'xbr': 2940, 'ybr': 2184}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0169_S01_1.jpg,0,3,11,"[{'xtl': 1673, 'ytl': 826, 'xbr': 2728, 'ybr': 1941}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0179_S01_1.jpg,0,3,11,"[{'xtl': 1229, 'ytl': 150, 'xbr': 3119, 'ybr': 2550}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0180_S01_1.jpg,0,3,11,"[{'xtl': 1371, 'ytl': 866, 'xbr': 3048, 'ybr': 2370}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0181_S01_1.jpg,0,3,11,"[{'xtl': 917, 'ytl': 404, 'xbr': 3587, 'ybr': 2365}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0182_S01_1.jpg,0,3,11,"[{'xtl': 1204, 'ytl': 786, 'xbr': 2901, 'ybr': 2593}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0183_S01_1.jpg,0,3,11,"[{'xtl': 0, 'ytl': 490, 'xbr': 1440, 'ybr': 1926}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0184_S01_1.jpg,0,3,11,"[{'xtl': 150, 'ytl': 288, 'xbr': 1590, 'ybr': 1912}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0186_S01_1.jpg,0,3,11,"[{'xtl': 293, 'ytl': 409, 'xbr': 3358, 'ybr': 2860}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0187_S01_1.jpg,0,3,11,"[{'xtl': 1069, 'ytl': 410, 'xbr': 2826, 'ybr': 2454}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0188_S01_1.jpg,0,3,11,"[{'xtl': 792, 'ytl': 192, 'xbr': 3100, 'ybr': 2610}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0195_S01_1.jpg,0,3,11,"[{'xtl': 888, 'ytl': 342, 'xbr': 3004, 'ybr': 2778}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0202_S01_1.jpg,0,3,11,"[{'xtl': 1140, 'ytl': 550, 'xbr': 2936, 'ybr': 2838}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0203_S01_1.jpg,0,3,11,"[{'xtl': 884, 'ytl': 596, 'xbr': 3556, 'ybr': 2592}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0204_S01_1.jpg,0,3,11,"[{'xtl': 1180, 'ytl': 448, 'xbr': 2744, 'ybr': 2432}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0205_S01_1.jpg,0,3,11,"[{'xtl': 1069, 'ytl': 604, 'xbr': 3268, 'ybr': 2387}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0206_S01_1.jpg,0,3,11,"[{'xtl': 1200, 'ytl': 121, 'xbr': 3522, 'ybr': 2833}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0210_S01_1.jpg,0,3,11,"[{'xtl': 747, 'ytl': 360, 'xbr': 2991, 'ybr': 2572}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0212_S01_1.jpg,0,3,11,"[{'xtl': 1144, 'ytl': 814, 'xbr': 2960, 'ybr': 2306}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0214_S01_1.jpg,0,3,11,"[{'xtl': 1332, 'ytl': 620, 'xbr': 2830, 'ybr': 2400}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0216_S01_1.jpg,0,3,11,"[{'xtl': 1364, 'ytl': 702, 'xbr': 2508, 'ybr': 2262}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0217_S01_1.jpg,0,3,11,"[{'xtl': 764, 'ytl': 751, 'xbr': 3185, 'ybr': 2384}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0218_S01_1.jpg,0,3,11,"[{'xtl': 1008, 'ytl': 502, 'xbr': 3162, 'ybr': 2495}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0219_S01_1.jpg,0,3,11,"[{'xtl': 1102, 'ytl': 542, 'xbr': 3042, 'ybr': 2350}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0229_S01_1.jpg,0,3,11,"[{'xtl': 932, 'ytl': 438, 'xbr': 3704, 'ybr': 2606}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0230_S01_1.jpg,0,3,11,"[{'xtl': 1200, 'ytl': 234, 'xbr': 2776, 'ybr': 2434}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0237_S01_1.jpg,0,3,11,"[{'xtl': 872, 'ytl': 558, 'xbr': 3024, 'ybr': 2282}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0239_S01_1.jpg,0,3,11,"[{'xtl': 1260, 'ytl': 768, 'xbr': 2640, 'ybr': 2132}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0246_S01_1.jpg,0,3,11,"[{'xtl': 1404, 'ytl': 762, 'xbr': 2613, 'ybr': 2279}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0248_S01_1.jpg,0,3,11,"[{'xtl': 1205, 'ytl': 857, 'xbr': 2450, 'ybr': 2116}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0252_S01_1.jpg,0,3,11,"[{'xtl': 2016, 'ytl': 1482, 'xbr': 3696, 'ybr': 2510}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0256_S01_1.jpg,0,3,11,"[{'xtl': 1472, 'ytl': 982, 'xbr': 2828, 'ybr': 2082}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0258_S01_1.jpg,0,3,11,"[{'xtl': 1654, 'ytl': 977, 'xbr': 2475, 'ybr': 1957}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0261_S01_1.jpg,0,3,11,"[{'xtl': 1586, 'ytl': 1027, 'xbr': 2786, 'ybr': 1923}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0262_S01_1.jpg,0,3,11,"[{'xtl': 1595, 'ytl': 959, 'xbr': 2448, 'ybr': 2037}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0264_S01_1.jpg,0,3,11,"[{'xtl': 1552, 'ytl': 986, 'xbr': 2608, 'ybr': 2018}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0270_S01_1.jpg,0,3,11,"[{'xtl': 2072, 'ytl': 692, 'xbr': 2588, 'ybr': 1353}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0273_S01_1.jpg,0,3,11,"[{'xtl': 1651, 'ytl': 988, 'xbr': 2447, 'ybr': 2036}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0274_S01_1.jpg,0,3,11,"[{'xtl': 1644, 'ytl': 1044, 'xbr': 2464, 'ybr': 1993}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b04_20201119_0275_S01_1.jpg,0,3,11,"[{'xtl': 1568, 'ytl': 1054, 'xbr': 2420, 'ybr': 2058}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0000_S01_1.jpg,0,3,11,"[{'xtl': 1428, 'ytl': 988, 'xbr': 2432, 'ybr': 2304}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0007_S01_1.jpg,0,3,11,"[{'xtl': 1286, 'ytl': 780, 'xbr': 2894, 'ybr': 2248}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0016_S01_1.jpg,0,3,11,"[{'xtl': 1388, 'ytl': 898, 'xbr': 2976, 'ybr': 2166}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0017_S01_1.jpg,0,3,11,"[{'xtl': 1416, 'ytl': 490, 'xbr': 2464, 'ybr': 1966}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0018_S01_1.jpg,0,3,11,"[{'xtl': 1268, 'ytl': 806, 'xbr': 2700, 'ybr': 1918}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0020_S01_1.jpg,0,3,11,"[{'xtl': 1164, 'ytl': 802, 'xbr': 2440, 'ybr': 2178}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0022_S01_1.jpg,0,3,11,"[{'xtl': 1216, 'ytl': 894, 'xbr': 2392, 'ybr': 2282}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0023_S01_1.jpg,0,3,11,"[{'xtl': 1452, 'ytl': 982, 'xbr': 3088, 'ybr': 1938}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0024_S01_1.jpg,0,3,11,"[{'xtl': 1453, 'ytl': 876, 'xbr': 2942, 'ybr': 2098}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0025_S01_1.jpg,0,3,11,"[{'xtl': 1558, 'ytl': 996, 'xbr': 2825, 'ybr': 1955}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0028_S01_1.jpg,0,3,11,"[{'xtl': 1276, 'ytl': 892, 'xbr': 2706, 'ybr': 2058}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0031_S01_1.jpg,0,3,11,"[{'xtl': 1357, 'ytl': 923, 'xbr': 3115, 'ybr': 2132}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0034_S01_1.jpg,0,3,11,"[{'xtl': 1547, 'ytl': 234, 'xbr': 2797, 'ybr': 2150}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0036_S01_1.jpg,0,3,11,"[{'xtl': 1107, 'ytl': 831, 'xbr': 2651, 'ybr': 2113}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0037_S01_1.jpg,0,3,11,"[{'xtl': 1818, 'ytl': 2, 'xbr': 3488, 'ybr': 1117}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0041_S01_1.jpg,0,3,11,"[{'xtl': 1916, 'ytl': 1707, 'xbr': 2988, 'ybr': 2920}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0046_S01_1.jpg,0,3,11,"[{'xtl': 1163, 'ytl': 883, 'xbr': 2556, 'ybr': 2212}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0047_S01_1.jpg,0,3,11,"[{'xtl': 1166, 'ytl': 728, 'xbr': 2379, 'ybr': 2085}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0055_S01_1.jpg,0,3,11,"[{'xtl': 1478, 'ytl': 2150, 'xbr': 2288, 'ybr': 3022}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0058_S01_1.jpg,0,3,11,"[{'xtl': 1430, 'ytl': 736, 'xbr': 2647, 'ybr': 2567}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0060_S01_1.jpg,0,3,11,"[{'xtl': 1315, 'ytl': 1136, 'xbr': 2312, 'ybr': 1951}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0064_S01_1.jpg,0,3,11,"[{'xtl': 479, 'ytl': 115, 'xbr': 1245, 'ybr': 1389}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0068_S01_1.jpg,0,3,11,"[{'xtl': 1479, 'ytl': 1144, 'xbr': 2280, 'ybr': 2077}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0069_S01_1.jpg,0,3,11,"[{'xtl': 1172, 'ytl': 831, 'xbr': 2388, 'ybr': 1835}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0070_S01_1.jpg,0,3,11,"[{'xtl': 1374, 'ytl': 993, 'xbr': 2675, 'ybr': 2029}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0075_S01_1.jpg,0,3,11,"[{'xtl': 1412, 'ytl': 1013, 'xbr': 2596, 'ybr': 2725}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0078_S01_1.jpg,0,3,11,"[{'xtl': 904, 'ytl': 993, 'xbr': 2460, 'ybr': 1961}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0079_S01_1.jpg,0,3,11,"[{'xtl': 1556, 'ytl': 1061, 'xbr': 2504, 'ybr': 2173}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0086_S01_1.jpg,0,3,11,"[{'xtl': 1515, 'ytl': 1034, 'xbr': 2608, 'ybr': 2548}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0087_S01_1.jpg,0,3,11,"[{'xtl': 1291, 'ytl': 934, 'xbr': 2334, 'ybr': 1813}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0091_S01_1.jpg,0,3,11,"[{'xtl': 1230, 'ytl': 882, 'xbr': 2601, 'ybr': 1973}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0095_S01_1.jpg,0,3,11,"[{'xtl': 2485, 'ytl': 1918, 'xbr': 3547, 'ybr': 2595}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0099_S01_1.jpg,0,3,11,"[{'xtl': 1455, 'ytl': 1058, 'xbr': 2527, 'ybr': 2090}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0103_S01_1.jpg,0,3,11,"[{'xtl': 1521, 'ytl': 1125, 'xbr': 2916, 'ybr': 1944}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0104_S01_1.jpg,0,3,11,"[{'xtl': 1280, 'ytl': 79, 'xbr': 2569, 'ybr': 950}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0105_S01_1.jpg,0,3,11,"[{'xtl': 1616, 'ytl': 1088, 'xbr': 2608, 'ybr': 2068}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0106_S01_1.jpg,0,3,11,"[{'xtl': 2517, 'ytl': 1199, 'xbr': 3519, 'ybr': 2134}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0116_S01_1.jpg,0,3,11,"[{'xtl': 1420, 'ytl': 988, 'xbr': 2906, 'ybr': 1974}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0117_S01_1.jpg,0,3,11,"[{'xtl': 1545, 'ytl': 1016, 'xbr': 2546, 'ybr': 2361}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0118_S01_1.jpg,0,3,11,"[{'xtl': 1284, 'ytl': 696, 'xbr': 2554, 'ybr': 1853}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0119_S01_1.jpg,0,3,11,"[{'xtl': 1414, 'ytl': 1029, 'xbr': 2819, 'ybr': 1979}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0121_S01_1.jpg,0,3,11,"[{'xtl': 1108, 'ytl': 976, 'xbr': 2665, 'ybr': 2278}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0124_S01_1.jpg,0,3,11,"[{'xtl': 1521, 'ytl': 954, 'xbr': 3031, 'ybr': 2004}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0125_S01_1.jpg,0,3,11,"[{'xtl': 1379, 'ytl': 948, 'xbr': 2456, 'ybr': 2017}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0127_S01_1.jpg,0,3,11,"[{'xtl': 454, 'ytl': 388, 'xbr': 1334, 'ybr': 1546}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0128_S01_1.jpg,0,3,11,"[{'xtl': 1195, 'ytl': 902, 'xbr': 2822, 'ybr': 2029}]",,0-11
/home/lab38/images/상추_정상/V006_77_0_00_05_03_11_0_b05_20201119_0129_S01_1.jpg,0,3,11,"[{'xtl': 1078, 'ytl': 1056, 'xbr': 2583, 'ybr': 2277}]",,0-11
